DATE,ATM,Cash
12/28/2009 12:00:00 AM,ATM2,81
12/29/2009 12:00:00 AM,ATM1,42
12/29/2009 12:00:00 AM,ATM2,9
12/30/2009 12:00:00 AM,ATM1,2
12/30/2009 12:00:00 AM,ATM2,2
12/31/2009 12:00:00 AM,ATM1,14
12/31/2009 12:00:00 AM,ATM2,2
1/1/2010 12:00:00 AM,ATM1,132
1/1/2010 12:00:00 AM,ATM2,117
1/2/2010 12:00:00 AM,ATM1,108
1/2/2010 12:00:00 AM,ATM2,56
1/3/2010 12:00:00 AM,ATM1,120
1/3/2010 12:00:00 AM,ATM2,55
1/4/2010 12:00:00 AM,ATM1,120
1/4/2010 12:00:00 AM,ATM2,112
1/5/2010 12:00:00 AM,ATM1,90
1/5/2010 12:00:00 AM,ATM2,100
1/6/2010 12:00:00 AM,ATM1,48
1/6/2010 12:00:00 AM,ATM2,17
1/7/2010 12:00:00 AM,ATM1,15
1/7/2010 12:00:00 AM,ATM2,7
1/8/2010 12:00:00 AM,ATM1,86
1/8/2010 12:00:00 AM,ATM2,49
1/9/2010 12:00:00 AM,ATM1,109
1/9/2010 12:00:00 AM,ATM2,96
1/10/2010 12:00:00 AM,ATM1,115
1/10/2010 12:00:00 AM,ATM2,47
1/11/2010 12:00:00 AM,ATM1,123
1/11/2010 12:00:00 AM,ATM2,107
1/12/2010 12:00:00 AM,ATM1,123
1/12/2010 12:00:00 AM,ATM2,93
1/13/2010 12:00:00 AM,ATM1,60
1/13/2010 12:00:00 AM,ATM2,27
1/14/2010 12:00:00 AM,ATM1,22
1/14/2010 12:00:00 AM,ATM2,9
1/15/2010 12:00:00 AM,ATM1,81
1/15/2010 12:00:00 AM,ATM2,78
1/16/2010 12:00:00 AM,ATM1,98
1/16/2010 12:00:00 AM,ATM2,47
1/17/2010 12:00:00 AM,ATM1,94
1/17/2010 12:00:00 AM,ATM2,31
1/18/2010 12:00:00 AM,ATM1,76
1/18/2010 12:00:00 AM,ATM2,91
1/19/2010 12:00:00 AM,ATM1,96
1/19/2010 12:00:00 AM,ATM2,77
1/20/2010 12:00:00 AM,ATM1,72
1/20/2010 12:00:00 AM,ATM2,22
1/21/2010 12:00:00 AM,ATM1,12
1/21/2010 12:00:00 AM,ATM2,1
1/22/2010 12:00:00 AM,ATM1,91
1/22/2010 12:00:00 AM,ATM2,125
1/23/2010 12:00:00 AM,ATM1,74
1/23/2010 12:00:00 AM,ATM2,53
1/24/2010 12:00:00 AM,ATM1,104
1/24/2010 12:00:00 AM,ATM2,37
1/25/2010 12:00:00 AM,ATM1,74
1/25/2010 12:00:00 AM,ATM2,69
1/26/2010 12:00:00 AM,ATM1,91
1/26/2010 12:00:00 AM,ATM2,69
1/27/2010 12:00:00 AM,ATM1,66
1/27/2010 12:00:00 AM,ATM2,16
1/28/2010 12:00:00 AM,ATM1,28
1/28/2010 12:00:00 AM,ATM2,2
1/29/2010 12:00:00 AM,ATM1,152
1/29/2010 12:00:00 AM,ATM2,95
1/30/2010 12:00:00 AM,ATM1,97
1/30/2010 12:00:00 AM,ATM2,45
1/31/2010 12:00:00 AM,ATM1,100
1/31/2010 12:00:00 AM,ATM2,61
2/1/2010 12:00:00 AM,ATM1,85
2/1/2010 12:00:00 AM,ATM2,71
2/2/2010 12:00:00 AM,ATM1,123
2/2/2010 12:00:00 AM,ATM2,91
2/3/2010 12:00:00 AM,ATM1,46
2/3/2010 12:00:00 AM,ATM2,28
2/4/2010 12:00:00 AM,ATM1,38
2/4/2010 12:00:00 AM,ATM2,9
2/5/2010 12:00:00 AM,ATM1,138
2/5/2010 12:00:00 AM,ATM2,97
2/6/2010 12:00:00 AM,ATM1,74
2/6/2010 12:00:00 AM,ATM2,60
2/7/2010 12:00:00 AM,ATM1,85
2/7/2010 12:00:00 AM,ATM2,27
2/8/2010 12:00:00 AM,ATM1,78
2/8/2010 12:00:00 AM,ATM2,74
2/9/2010 12:00:00 AM,ATM1,123
2/9/2010 12:00:00 AM,ATM2,45
2/10/2010 12:00:00 AM,ATM1,50
2/10/2010 12:00:00 AM,ATM2,26
2/11/2010 12:00:00 AM,ATM1,28
2/11/2010 12:00:00 AM,ATM2,2
2/12/2010 12:00:00 AM,ATM1,105
2/12/2010 12:00:00 AM,ATM2,73
2/13/2010 12:00:00 AM,ATM1,109
2/13/2010 12:00:00 AM,ATM2,48
2/14/2010 12:00:00 AM,ATM1,26
2/14/2010 12:00:00 AM,ATM2,9
2/15/2010 12:00:00 AM,ATM1,54
2/15/2010 12:00:00 AM,ATM2,25
2/16/2010 12:00:00 AM,ATM1,105
2/16/2010 12:00:00 AM,ATM2,58
2/17/2010 12:00:00 AM,ATM1,179
2/17/2010 12:00:00 AM,ATM2,110
2/18/2010 12:00:00 AM,ATM1,125
2/18/2010 12:00:00 AM,ATM2,94
2/19/2010 12:00:00 AM,ATM1,84
2/19/2010 12:00:00 AM,ATM2,25
2/20/2010 12:00:00 AM,ATM1,99
2/20/2010 12:00:00 AM,ATM2,101
2/21/2010 12:00:00 AM,ATM1,110
2/21/2010 12:00:00 AM,ATM2,77
2/22/2010 12:00:00 AM,ATM1,80
2/22/2010 12:00:00 AM,ATM2,6
2/23/2010 12:00:00 AM,ATM1,1
2/23/2010 12:00:00 AM,ATM2,3
2/24/2010 12:00:00 AM,ATM1,111
2/24/2010 12:00:00 AM,ATM2,99
2/25/2010 12:00:00 AM,ATM1,115
2/25/2010 12:00:00 AM,ATM2,86
2/26/2010 12:00:00 AM,ATM1,108
2/26/2010 12:00:00 AM,ATM2,20
2/27/2010 12:00:00 AM,ATM1,100
2/27/2010 12:00:00 AM,ATM2,72
2/28/2010 12:00:00 AM,ATM1,152
2/28/2010 12:00:00 AM,ATM2,81
3/1/2010 12:00:00 AM,ATM1,90
3/1/2010 12:00:00 AM,ATM2,16
3/2/2010 12:00:00 AM,ATM1,4
3/2/2010 12:00:00 AM,ATM2,2
3/3/2010 12:00:00 AM,ATM1,128
3/3/2010 12:00:00 AM,ATM2,110
3/4/2010 12:00:00 AM,ATM1,87
3/4/2010 12:00:00 AM,ATM2,75
3/5/2010 12:00:00 AM,ATM1,84
3/5/2010 12:00:00 AM,ATM2,35
3/6/2010 12:00:00 AM,ATM1,69
3/6/2010 12:00:00 AM,ATM2,102
3/7/2010 12:00:00 AM,ATM1,112
3/7/2010 12:00:00 AM,ATM2,100
3/8/2010 12:00:00 AM,ATM1,62
3/8/2010 12:00:00 AM,ATM2,9
3/9/2010 12:00:00 AM,ATM1,4
3/9/2010 12:00:00 AM,ATM2,2
3/10/2010 12:00:00 AM,ATM1,94
3/10/2010 12:00:00 AM,ATM2,100
3/11/2010 12:00:00 AM,ATM1,102
3/11/2010 12:00:00 AM,ATM2,85
3/12/2010 12:00:00 AM,ATM1,98
3/12/2010 12:00:00 AM,ATM2,33
3/13/2010 12:00:00 AM,ATM1,88
3/13/2010 12:00:00 AM,ATM2,24
3/14/2010 12:00:00 AM,ATM1,123
3/14/2010 12:00:00 AM,ATM2,111
3/15/2010 12:00:00 AM,ATM1,55
3/15/2010 12:00:00 AM,ATM2,5
3/16/2010 12:00:00 AM,ATM1,4
3/16/2010 12:00:00 AM,ATM2,1
3/17/2010 12:00:00 AM,ATM1,92
3/17/2010 12:00:00 AM,ATM2,106
3/18/2010 12:00:00 AM,ATM1,88
3/18/2010 12:00:00 AM,ATM2,102
3/19/2010 12:00:00 AM,ATM1,92
3/19/2010 12:00:00 AM,ATM2,25
3/20/2010 12:00:00 AM,ATM1,92
3/20/2010 12:00:00 AM,ATM2,64
3/21/2010 12:00:00 AM,ATM1,117
3/21/2010 12:00:00 AM,ATM2,78
3/22/2010 12:00:00 AM,ATM1,73
3/22/2010 12:00:00 AM,ATM2,5
3/23/2010 12:00:00 AM,ATM1,3
3/23/2010 12:00:00 AM,ATM2,1
3/24/2010 12:00:00 AM,ATM1,85
3/24/2010 12:00:00 AM,ATM2,83
3/25/2010 12:00:00 AM,ATM1,88
3/25/2010 12:00:00 AM,ATM2,78
3/26/2010 12:00:00 AM,ATM1,76
3/26/2010 12:00:00 AM,ATM2,66
3/27/2010 12:00:00 AM,ATM1,93
3/27/2010 12:00:00 AM,ATM2,15
3/28/2010 12:00:00 AM,ATM1,116
3/28/2010 12:00:00 AM,ATM2,64
3/29/2010 12:00:00 AM,ATM1,68
3/29/2010 12:00:00 AM,ATM2,3
3/30/2010 12:00:00 AM,ATM1,19
3/30/2010 12:00:00 AM,ATM2,0
3/31/2010 12:00:00 AM,ATM1,127
3/31/2010 12:00:00 AM,ATM2,102
4/1/2010 12:00:00 AM,ATM1,93
4/1/2010 12:00:00 AM,ATM2,99
4/2/2010 12:00:00 AM,ATM1,97
4/2/2010 12:00:00 AM,ATM2,41
4/3/2010 12:00:00 AM,ATM1,102
4/3/2010 12:00:00 AM,ATM2,79
4/4/2010 12:00:00 AM,ATM1,109
4/4/2010 12:00:00 AM,ATM2,71
4/5/2010 12:00:00 AM,ATM1,68
4/5/2010 12:00:00 AM,ATM2,9
4/6/2010 12:00:00 AM,ATM1,4
4/6/2010 12:00:00 AM,ATM2,2
4/7/2010 12:00:00 AM,ATM1,105
4/7/2010 12:00:00 AM,ATM2,103
4/8/2010 12:00:00 AM,ATM1,79
4/8/2010 12:00:00 AM,ATM2,67
4/9/2010 12:00:00 AM,ATM1,90
4/9/2010 12:00:00 AM,ATM2,85
4/10/2010 12:00:00 AM,ATM1,87
4/10/2010 12:00:00 AM,ATM2,78
4/11/2010 12:00:00 AM,ATM1,92
4/11/2010 12:00:00 AM,ATM2,67
4/12/2010 12:00:00 AM,ATM1,63
4/12/2010 12:00:00 AM,ATM2,12
4/13/2010 12:00:00 AM,ATM1,3
4/13/2010 12:00:00 AM,ATM2,1
4/14/2010 12:00:00 AM,ATM1,103
4/14/2010 12:00:00 AM,ATM2,97
4/15/2010 12:00:00 AM,ATM1,80
4/15/2010 12:00:00 AM,ATM2,106
4/16/2010 12:00:00 AM,ATM1,80
4/16/2010 12:00:00 AM,ATM2,74
4/17/2010 12:00:00 AM,ATM1,84
4/17/2010 12:00:00 AM,ATM2,86
4/18/2010 12:00:00 AM,ATM1,81
4/18/2010 12:00:00 AM,ATM2,55
4/19/2010 12:00:00 AM,ATM1,88
4/19/2010 12:00:00 AM,ATM2,13
4/20/2010 12:00:00 AM,ATM1,3
4/20/2010 12:00:00 AM,ATM2,1
4/21/2010 12:00:00 AM,ATM1,100
4/21/2010 12:00:00 AM,ATM2,100
4/22/2010 12:00:00 AM,ATM1,69
4/22/2010 12:00:00 AM,ATM2,103
4/23/2010 12:00:00 AM,ATM1,85
4/23/2010 12:00:00 AM,ATM2,44
4/24/2010 12:00:00 AM,ATM1,85
4/24/2010 12:00:00 AM,ATM2,61
4/25/2010 12:00:00 AM,ATM1,109
4/25/2010 12:00:00 AM,ATM2,89
4/26/2010 12:00:00 AM,ATM1,74
4/26/2010 12:00:00 AM,ATM2,11
4/27/2010 12:00:00 AM,ATM1,4
4/27/2010 12:00:00 AM,ATM2,2
4/28/2010 12:00:00 AM,ATM1,96
4/28/2010 12:00:00 AM,ATM2,107
4/29/2010 12:00:00 AM,ATM1,82
4/29/2010 12:00:00 AM,ATM2,89
4/30/2010 12:00:00 AM,ATM1,85
4/30/2010 12:00:00 AM,ATM2,90
5/1/2010 12:00:00 AM,,
5/2/2010 12:00:00 AM,,
5/3/2010 12:00:00 AM,,
5/4/2010 12:00:00 AM,,
5/5/2010 12:00:00 AM,,
5/6/2010 12:00:00 AM,,
5/7/2010 12:00:00 AM,,
5/8/2010 12:00:00 AM,,
5/9/2010 12:00:00 AM,,
5/10/2010 12:00:00 AM,,
5/11/2010 12:00:00 AM,,
5/12/2010 12:00:00 AM,,
5/13/2010 12:00:00 AM,,
5/14/2010 12:00:00 AM,,
5/1/2009 12:00:00 AM,ATM3,0
5/2/2009 12:00:00 AM,ATM3,0
5/3/2009 12:00:00 AM,ATM3,0
5/4/2009 12:00:00 AM,ATM3,0
5/5/2009 12:00:00 AM,ATM3,0
5/6/2009 12:00:00 AM,ATM3,0
5/7/2009 12:00:00 AM,ATM3,0
5/8/2009 12:00:00 AM,ATM3,0
5/9/2009 12:00:00 AM,ATM3,0
5/10/2009 12:00:00 AM,ATM3,0
5/11/2009 12:00:00 AM,ATM3,0
5/12/2009 12:00:00 AM,ATM3,0
5/13/2009 12:00:00 AM,ATM3,0
5/14/2009 12:00:00 AM,ATM3,0
5/15/2009 12:00:00 AM,ATM3,0
5/16/2009 12:00:00 AM,ATM3,0
5/17/2009 12:00:00 AM,ATM3,0
5/18/2009 12:00:00 AM,ATM3,0
5/19/2009 12:00:00 AM,ATM3,0
5/20/2009 12:00:00 AM,ATM3,0
5/21/2009 12:00:00 AM,ATM3,0
5/22/2009 12:00:00 AM,ATM3,0
5/23/2009 12:00:00 AM,ATM3,0
5/24/2009 12:00:00 AM,ATM3,0
5/25/2009 12:00:00 AM,ATM3,0
5/26/2009 12:00:00 AM,ATM3,0
5/27/2009 12:00:00 AM,ATM3,0
5/28/2009 12:00:00 AM,ATM3,0
5/29/2009 12:00:00 AM,ATM3,0
5/30/2009 12:00:00 AM,ATM3,0
5/31/2009 12:00:00 AM,ATM3,0
6/1/2009 12:00:00 AM,ATM3,0
6/2/2009 12:00:00 AM,ATM3,0
6/3/2009 12:00:00 AM,ATM3,0
6/4/2009 12:00:00 AM,ATM3,0
6/5/2009 12:00:00 AM,ATM3,0
6/6/2009 12:00:00 AM,ATM3,0
6/7/2009 12:00:00 AM,ATM3,0
6/8/2009 12:00:00 AM,ATM3,0
6/9/2009 12:00:00 AM,ATM3,0
6/10/2009 12:00:00 AM,ATM3,0
6/11/2009 12:00:00 AM,ATM3,0
6/12/2009 12:00:00 AM,ATM3,0
6/13/2009 12:00:00 AM,ATM3,0
6/14/2009 12:00:00 AM,ATM3,0
6/15/2009 12:00:00 AM,ATM3,0
6/16/2009 12:00:00 AM,ATM3,0
6/17/2009 12:00:00 AM,ATM3,0
6/18/2009 12:00:00 AM,ATM3,0
6/19/2009 12:00:00 AM,ATM3,0
6/20/2009 12:00:00 AM,ATM3,0
6/21/2009 12:00:00 AM,ATM3,0
6/22/2009 12:00:00 AM,ATM3,0
6/23/2009 12:00:00 AM,ATM3,0
6/24/2009 12:00:00 AM,ATM3,0
6/25/2009 12:00:00 AM,ATM3,0
6/26/2009 12:00:00 AM,ATM3,0
6/27/2009 12:00:00 AM,ATM3,0
6/28/2009 12:00:00 AM,ATM3,0
6/29/2009 12:00:00 AM,ATM3,0
6/30/2009 12:00:00 AM,ATM3,0
7/1/2009 12:00:00 AM,ATM3,0
7/2/2009 12:00:00 AM,ATM3,0
7/3/2009 12:00:00 AM,ATM3,0
7/4/2009 12:00:00 AM,ATM3,0
7/5/2009 12:00:00 AM,ATM3,0
7/6/2009 12:00:00 AM,ATM3,0
7/7/2009 12:00:00 AM,ATM3,0
7/8/2009 12:00:00 AM,ATM3,0
7/9/2009 12:00:00 AM,ATM3,0
7/10/2009 12:00:00 AM,ATM3,0
7/11/2009 12:00:00 AM,ATM3,0
7/12/2009 12:00:00 AM,ATM3,0
7/13/2009 12:00:00 AM,ATM3,0
7/14/2009 12:00:00 AM,ATM3,0
7/15/2009 12:00:00 AM,ATM3,0
7/16/2009 12:00:00 AM,ATM3,0
7/17/2009 12:00:00 AM,ATM3,0
7/18/2009 12:00:00 AM,ATM3,0
7/19/2009 12:00:00 AM,ATM3,0
7/20/2009 12:00:00 AM,ATM3,0
7/21/2009 12:00:00 AM,ATM3,0
7/22/2009 12:00:00 AM,ATM3,0
7/23/2009 12:00:00 AM,ATM3,0
7/24/2009 12:00:00 AM,ATM3,0
7/25/2009 12:00:00 AM,ATM3,0
7/26/2009 12:00:00 AM,ATM3,0
7/27/2009 12:00:00 AM,ATM3,0
7/28/2009 12:00:00 AM,ATM3,0
7/29/2009 12:00:00 AM,ATM3,0
7/30/2009 12:00:00 AM,ATM3,0
7/31/2009 12:00:00 AM,ATM3,0
8/1/2009 12:00:00 AM,ATM3,0
8/2/2009 12:00:00 AM,ATM3,0
8/3/2009 12:00:00 AM,ATM3,0
8/4/2009 12:00:00 AM,ATM3,0
8/5/2009 12:00:00 AM,ATM3,0
8/6/2009 12:00:00 AM,ATM3,0
8/7/2009 12:00:00 AM,ATM3,0
8/8/2009 12:00:00 AM,ATM3,0
8/9/2009 12:00:00 AM,ATM3,0
8/10/2009 12:00:00 AM,ATM3,0
8/11/2009 12:00:00 AM,ATM3,0
8/12/2009 12:00:00 AM,ATM3,0
8/13/2009 12:00:00 AM,ATM3,0
8/14/2009 12:00:00 AM,ATM3,0
8/15/2009 12:00:00 AM,ATM3,0
8/16/2009 12:00:00 AM,ATM3,0
8/17/2009 12:00:00 AM,ATM3,0
8/18/2009 12:00:00 AM,ATM3,0
8/19/2009 12:00:00 AM,ATM3,0
8/20/2009 12:00:00 AM,ATM3,0
8/21/2009 12:00:00 AM,ATM3,0
8/22/2009 12:00:00 AM,ATM3,0
8/23/2009 12:00:00 AM,ATM3,0
8/24/2009 12:00:00 AM,ATM3,0
8/25/2009 12:00:00 AM,ATM3,0
8/26/2009 12:00:00 AM,ATM3,0
8/27/2009 12:00:00 AM,ATM3,0
8/28/2009 12:00:00 AM,ATM3,0
8/29/2009 12:00:00 AM,ATM3,0
8/30/2009 12:00:00 AM,ATM3,0
8/31/2009 12:00:00 AM,ATM3,0
9/1/2009 12:00:00 AM,ATM3,0
9/2/2009 12:00:00 AM,ATM3,0
9/3/2009 12:00:00 AM,ATM3,0
9/4/2009 12:00:00 AM,ATM3,0
9/5/2009 12:00:00 AM,ATM3,0
9/6/2009 12:00:00 AM,ATM3,0
9/7/2009 12:00:00 AM,ATM3,0
9/8/2009 12:00:00 AM,ATM3,0
9/9/2009 12:00:00 AM,ATM3,0
9/10/2009 12:00:00 AM,ATM3,0
9/11/2009 12:00:00 AM,ATM3,0
9/12/2009 12:00:00 AM,ATM3,0
9/13/2009 12:00:00 AM,ATM3,0
9/14/2009 12:00:00 AM,ATM3,0
9/15/2009 12:00:00 AM,ATM3,0
9/16/2009 12:00:00 AM,ATM3,0
9/17/2009 12:00:00 AM,ATM3,0
9/18/2009 12:00:00 AM,ATM3,0
9/19/2009 12:00:00 AM,ATM3,0
9/20/2009 12:00:00 AM,ATM3,0
9/21/2009 12:00:00 AM,ATM3,0
9/22/2009 12:00:00 AM,ATM3,0
9/23/2009 12:00:00 AM,ATM3,0
9/24/2009 12:00:00 AM,ATM3,0
9/25/2009 12:00:00 AM,ATM3,0
9/26/2009 12:00:00 AM,ATM3,0
9/27/2009 12:00:00 AM,ATM3,0
9/28/2009 12:00:00 AM,ATM3,0
9/29/2009 12:00:00 AM,ATM3,0
9/30/2009 12:00:00 AM,ATM3,0
10/1/2009 12:00:00 AM,ATM3,0
10/2/2009 12:00:00 AM,ATM3,0
10/3/2009 12:00:00 AM,ATM3,0
10/4/2009 12:00:00 AM,ATM3,0
10/5/2009 12:00:00 AM,ATM3,0
10/6/2009 12:00:00 AM,ATM3,0
10/7/2009 12:00:00 AM,ATM3,0
10/8/2009 12:00:00 AM,ATM3,0
10/9/2009 12:00:00 AM,ATM3,0
10/10/2009 12:00:00 AM,ATM3,0
10/11/2009 12:00:00 AM,ATM3,0
10/12/2009 12:00:00 AM,ATM3,0
10/13/2009 12:00:00 AM,ATM3,0
10/14/2009 12:00:00 AM,ATM3,0
10/15/2009 12:00:00 AM,ATM3,0
10/16/2009 12:00:00 AM,ATM3,0
10/17/2009 12:00:00 AM,ATM3,0
10/18/2009 12:00:00 AM,ATM3,0
10/19/2009 12:00:00 AM,ATM3,0
10/20/2009 12:00:00 AM,ATM3,0
10/21/2009 12:00:00 AM,ATM3,0
10/22/2009 12:00:00 AM,ATM3,0
10/23/2009 12:00:00 AM,ATM3,0
10/24/2009 12:00:00 AM,ATM3,0
10/25/2009 12:00:00 AM,ATM3,0
10/26/2009 12:00:00 AM,ATM3,0
10/27/2009 12:00:00 AM,ATM3,0
10/28/2009 12:00:00 AM,ATM3,0
10/29/2009 12:00:00 AM,ATM3,0
10/30/2009 12:00:00 AM,ATM3,0
10/31/2009 12:00:00 AM,ATM3,0
11/1/2009 12:00:00 AM,ATM3,0
11/2/2009 12:00:00 AM,ATM3,0
11/3/2009 12:00:00 AM,ATM3,0
11/4/2009 12:00:00 AM,ATM3,0
11/5/2009 12:00:00 AM,ATM3,0
11/6/2009 12:00:00 AM,ATM3,0
11/7/2009 12:00:00 AM,ATM3,0
11/8/2009 12:00:00 AM,ATM3,0
11/9/2009 12:00:00 AM,ATM3,0
11/10/2009 12:00:00 AM,ATM3,0
11/11/2009 12:00:00 AM,ATM3,0
11/12/2009 12:00:00 AM,ATM3,0
11/13/2009 12:00:00 AM,ATM3,0
11/14/2009 12:00:00 AM,ATM3,0
11/15/2009 12:00:00 AM,ATM3,0
11/16/2009 12:00:00 AM,ATM3,0
11/17/2009 12:00:00 AM,ATM3,0
11/18/2009 12:00:00 AM,ATM3,0
11/19/2009 12:00:00 AM,ATM3,0
11/20/2009 12:00:00 AM,ATM3,0
11/21/2009 12:00:00 AM,ATM3,0
11/22/2009 12:00:00 AM,ATM3,0
11/23/2009 12:00:00 AM,ATM3,0
11/24/2009 12:00:00 AM,ATM3,0
11/25/2009 12:00:00 AM,ATM3,0
11/26/2009 12:00:00 AM,ATM3,0
11/27/2009 12:00:00 AM,ATM3,0
11/28/2009 12:00:00 AM,ATM3,0
11/29/2009 12:00:00 AM,ATM3,0
11/30/2009 12:00:00 AM,ATM3,0
12/1/2009 12:00:00 AM,ATM3,0
12/2/2009 12:00:00 AM,ATM3,0
12/3/2009 12:00:00 AM,ATM3,0
12/4/2009 12:00:00 AM,ATM3,0
12/5/2009 12:00:00 AM,ATM3,0
12/6/2009 12:00:00 AM,ATM3,0
12/7/2009 12:00:00 AM,ATM3,0
12/8/2009 12:00:00 AM,ATM3,0
12/9/2009 12:00:00 AM,ATM3,0
12/10/2009 12:00:00 AM,ATM3,0
12/11/2009 12:00:00 AM,ATM3,0
12/12/2009 12:00:00 AM,ATM3,0
12/13/2009 12:00:00 AM,ATM3,0
12/14/2009 12:00:00 AM,ATM3,0
12/15/2009 12:00:00 AM,ATM3,0
12/16/2009 12:00:00 AM,ATM3,0
12/17/2009 12:00:00 AM,ATM3,0
12/18/2009 12:00:00 AM,ATM3,0
12/19/2009 12:00:00 AM,ATM3,0
12/20/2009 12:00:00 AM,ATM3,0
12/21/2009 12:00:00 AM,ATM3,0
12/22/2009 12:00:00 AM,ATM3,0
12/23/2009 12:00:00 AM,ATM3,0
12/24/2009 12:00:00 AM,ATM3,0
12/25/2009 12:00:00 AM,ATM3,0
